generateTime,totalInfo,timeZone,type
20210921 18:40:54,"{""allSleepTime"":402,""awakeTime"":5,""daySleepTime"":0,""deepSleepPart"":61,""deepSleepTime"":116,""dreamTime"":61,""fallAsleepTime"":1632126000000,""goBedTime"":1632124467000,""lightSleepTime"":225,""sleepEfficiency"":15,""sleepLatency"":2042000,""sleepScore"":79,""snoreFreq"":1,""validData"":83.55,""wakeupCnt"":1,""wakeupTime"":1632150420000}","""	-0500""",9
20210921 20:05:53,"{""allSleepTime"":415,""awakeTime"":3,""daySleepTime"":68,""deepSleepPart"":66,""deepSleepTime"":140,""dreamTime"":93,""fallAsleepTime"":1632206880000,""goBedTime"":1632206816000,""lightSleepTime"":182,""sleepEfficiency"":38,""sleepLatency"":600000,""sleepScore"":83,""snoreFreq"":1,""validData"":86.53,""wakeupCnt"":1,""wakeupTime"":1632231960000}","""	-0500""",9
20210922 21:08:59,"{""allSleepTime"":451,""awakeTime"":0,""daySleepTime"":63,""deepSleepPart"":65,""deepSleepTime"":168,""dreamTime"":48,""fallAsleepTime"":1632292620000,""goBedTime"":1632287661000,""lightSleepTime"":235,""sleepEfficiency"":7,""sleepLatency"":5296000,""sleepScore"":83,""snoreFreq"":1,""validData"":88.61,""wakeupCnt"":0,""wakeupTime"":1632319680000}","""	-0500""",9
20210923 19:43:08,"{""allSleepTime"":246,""awakeTime"":0,""daySleepTime"":148,""deepSleepPart"":62,""deepSleepTime"":84,""dreamTime"":32,""fallAsleepTime"":1632389280000,""goBedTime"":1632383291000,""lightSleepTime"":130,""sleepEfficiency"":4,""sleepLatency"":6303000,""sleepScore"":62,""snoreFreq"":7,""validData"":91.57,""wakeupCnt"":0,""wakeupTime"":1632404040000}","""	-0500""",9
20210924 05:31:03,"{""avgRestingHeartRate"":60,""lastHeartRate"":82,""lastRestHeartRate"":0,""maxHeartRate"":113,""minHeartRate"":41}","""	-0500""",7
20210924 23:51:26,"{""allSleepTime"":452,""awakeTime"":5,""daySleepTime"":73,""deepSleepPart"":55,""deepSleepTime"":136,""dreamTime"":67,""fallAsleepTime"":1632464520000,""goBedTime"":1632463066000,""lightSleepTime"":249,""sleepEfficiency"":19,""sleepLatency"":1808000,""sleepScore"":81,""snoreFreq"":1,""validData"":87.72,""wakeupCnt"":1,""wakeupTime"":1632491940000}","""	-0500""",9
20210925 20:12:27,"{""allSleepTime"":274,""awakeTime"":0,""daySleepTime"":160,""deepSleepPart"":64,""deepSleepTime"":112,""dreamTime"":44,""fallAsleepTime"":1632558600000,""goBedTime"":1632558354000,""lightSleepTime"":118,""sleepEfficiency"":32,""sleepLatency"":538000,""sleepScore"":70,""snoreFreq"":1,""validData"":91.06,""wakeupCnt"":0,""wakeupTime"":1632575040000}","""	-0500""",9
20210927 02:32:34,"{""allSleepTime"":601,""awakeTime"":3,""daySleepTime"":0,""deepSleepPart"":61,""deepSleepTime"":184,""dreamTime"":77,""fallAsleepTime"":1632643800000,""goBedTime"":1632641381000,""lightSleepTime"":340,""sleepEfficiency"":17,""sleepLatency"":2730000,""sleepScore"":72,""snoreFreq"":6,""validData"":87.49,""wakeupCnt"":1,""wakeupTime"":1632680040000}","""	-0500""",9
20210927 05:16:35,"{""avgRestingHeartRate"":56,""lastHeartRate"":80,""lastRestHeartRate"":0,""maxHeartRate"":114,""minHeartRate"":45}","""	-0500""",7
20210929 00:54:40,"{""allSleepTime"":512,""awakeTime"":18,""daySleepTime"":0,""deepSleepPart"":73,""deepSleepTime"":137,""dreamTime"":95,""fallAsleepTime"":1632725040000,""goBedTime"":1632721366000,""lightSleepTime"":280,""sleepEfficiency"":11,""sleepLatency"":3982000,""sleepScore"":86,""snoreFreq"":1,""validData"":89.01,""wakeupCnt"":2,""wakeupTime"":1632756840000}","""	-0500""",9
20210929 18:03:18,"{""avgRestingHeartRate"":0,""lastHeartRate"":77,""lastRestHeartRate"":0,""maxHeartRate"":119,""minHeartRate"":45}","""	-0500""",7
20210929 21:19:48,"{""allSleepTime"":355,""awakeTime"":0,""daySleepTime"":0,""deepSleepPart"":63,""deepSleepTime"":138,""dreamTime"":92,""fallAsleepTime"":1632813000000,""goBedTime"":1632812280000,""lightSleepTime"":125,""sleepEfficiency"":32,""sleepLatency"":727000,""sleepScore"":77,""snoreFreq"":5,""validData"":91.0,""wakeupCnt"":0,""wakeupTime"":1632834300000}","""	-0500""",9
20210929 22:34:10,"{""allSleepTime"":365,""awakeTime"":0,""daySleepTime"":77,""deepSleepPart"":63,""deepSleepTime"":114,""dreamTime"":64,""fallAsleepTime"":1632900480000,""goBedTime"":1632899074000,""lightSleepTime"":187,""sleepEfficiency"":16,""sleepLatency"":1814000,""sleepScore"":78,""snoreFreq"":1,""validData"":88.32,""wakeupCnt"":0,""wakeupTime"":1632922380000}","""	-0500""",9
20211001 01:51:22,"{""allSleepTime"":298,""awakeTime"":0,""daySleepTime"":55,""deepSleepPart"":72,""deepSleepTime"":102,""dreamTime"":16,""fallAsleepTime"":1632992220000,""goBedTime"":1632992257000,""lightSleepTime"":180,""sleepEfficiency"":39,""sleepLatency"":410000,""sleepScore"":71,""snoreFreq"":1,""validData"":87.95,""wakeupCnt"":0,""wakeupTime"":1633010100000}","""	-0500""",9
20211002 02:08:42,"{""allSleepTime"":314,""awakeTime"":1,""daySleepTime"":167,""deepSleepPart"":77,""deepSleepTime"":96,""dreamTime"":60,""fallAsleepTime"":1633077720000,""goBedTime"":1633077422000,""lightSleepTime"":158,""sleepEfficiency"":33,""sleepLatency"":597000,""sleepScore"":75,""snoreFreq"":1,""validData"":86.61,""wakeupCnt"":1,""wakeupTime"":1633096620000}","""	-0500""",9
20211002 08:56:01,"{""avgRestingHeartRate"":65,""lastHeartRate"":80,""lastRestHeartRate"":0,""maxHeartRate"":127,""minHeartRate"":45}","""	-0500""",7
20211002 21:08:07,"{""allSleepTime"":273,""awakeTime"":0,""daySleepTime"":172,""deepSleepPart"":51,""deepSleepTime"":94,""dreamTime"":38,""fallAsleepTime"":1633162920000,""goBedTime"":1633161710000,""lightSleepTime"":141,""sleepEfficiency"":15,""sleepLatency"":1493000,""sleepScore"":66,""snoreFreq"":1,""validData"":91.89,""wakeupCnt"":0,""wakeupTime"":1633179300000}","""	-0500""",9
20211004 07:41:08,"{""avgRestingHeartRate"":60,""lastHeartRate"":87,""lastRestHeartRate"":0,""maxHeartRate"":181,""minHeartRate"":44}","""	-0500""",7
20211005 15:09:39,"{""allSleepTime"":529,""awakeTime"":22,""daySleepTime"":0,""deepSleepPart"":52,""deepSleepTime"":178,""dreamTime"":23,""fallAsleepTime"":1633254240000,""goBedTime"":1633249156000,""lightSleepTime"":328,""sleepEfficiency"":9,""sleepLatency"":5387000,""sleepScore"":78,""snoreFreq"":1,""validData"":86.45,""wakeupCnt"":1,""wakeupTime"":1633287300000}","""	-0500""",9
20211005 15:09:40,"{""allSleepTime"":491,""awakeTime"":4,""daySleepTime"":0,""deepSleepPart"":54,""deepSleepTime"":144,""dreamTime"":85,""fallAsleepTime"":1633331400000,""goBedTime"":1633330693000,""lightSleepTime"":262,""sleepEfficiency"":25,""sleepLatency"":1316000,""sleepScore"":84,""snoreFreq"":1,""validData"":88.24,""wakeupCnt"":1,""wakeupTime"":1633361100000}","""	-0500""",9
20211005 21:05:46,"{""allSleepTime"":354,""awakeTime"":0,""daySleepTime"":0,""deepSleepPart"":68,""deepSleepTime"":104,""dreamTime"":50,""fallAsleepTime"":1633420920000,""goBedTime"":1633417681000,""lightSleepTime"":200,""sleepEfficiency"":9,""sleepLatency"":3534000,""sleepScore"":75,""snoreFreq"":5,""validData"":87.32,""wakeupCnt"":0,""wakeupTime"":1633442160000}","""	-0500""",9
20211008 18:00:39,"{""avgRestingHeartRate"":50,""lastHeartRate"":67,""lastRestHeartRate"":0,""maxHeartRate"":120,""minHeartRate"":42}","""	-0500""",7
20211009 14:54:24,"{""avgRestingHeartRate"":61,""lastHeartRate"":74,""lastRestHeartRate"":0,""maxHeartRate"":122,""minHeartRate"":41}","""	-0500""",7
20211012 07:10:51,"{""avgRestingHeartRate"":0,""lastHeartRate"":71,""lastRestHeartRate"":0,""maxHeartRate"":186,""minHeartRate"":60}","""	-0500""",7
20211013 05:10:57,"{""avgRestingHeartRate"":68,""lastHeartRate"":77,""lastRestHeartRate"":0,""maxHeartRate"":121,""minHeartRate"":43}","""	-0500""",7
20211015 07:41:01,"{""avgRestingHeartRate"":62,""lastHeartRate"":82,""lastRestHeartRate"":0,""maxHeartRate"":119,""minHeartRate"":42}","""	-0500""",7
20211018 22:01:52,"{""avgRestingHeartRate"":67,""lastHeartRate"":86,""lastRestHeartRate"":0,""maxHeartRate"":120,""minHeartRate"":44}","""	-0500""",7
20211021 05:25:35,"{""avgRestingHeartRate"":68,""lastHeartRate"":73,""lastRestHeartRate"":0,""maxHeartRate"":112,""minHeartRate"":49}","""	-0500""",7
20211023 16:26:56,"{""avgRestingHeartRate"":60,""lastHeartRate"":74,""lastRestHeartRate"":0,""maxHeartRate"":187,""minHeartRate"":42}","""	-0500""",7
20211026 18:14:39,"{""avgRestingHeartRate"":0,""lastHeartRate"":71,""lastRestHeartRate"":0,""maxHeartRate"":130,""minHeartRate"":49}","""	-0500""",7
20211104 15:15:08,"{""avgRestingHeartRate"":60,""lastHeartRate"":75,""lastRestHeartRate"":0,""maxHeartRate"":127,""minHeartRate"":54}","""	-0600""",7
20211106 15:24:08,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":37,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:08,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":167,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:08,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":199,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:09,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":119,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:09,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":74,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:09,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":85,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:09,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":91,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:09,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":106,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:09,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":96,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:11,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":86,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:11,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":106,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:11,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":65,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:11,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":118,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:11,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":113,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:12,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":114,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211106 15:24:15,"{""allSleepTime"":245,""awakeTime"":1,""daySleepTime"":0,""deepSleepPart"":61,""deepSleepTime"":68,""dreamTime"":53,""fallAsleepTime"":1635937440000,""goBedTime"":1635930250000,""lightSleepTime"":124,""sleepEfficiency"":3,""sleepLatency"":7224000,""sleepScore"":64,""snoreFreq"":1,""validData"":81.32,""wakeupCnt"":1,""wakeupTime"":1635952200000}","""	-0600""",9
20211107 06:54:52,"{""avgRestingHeartRate"":60,""lastHeartRate"":84,""lastRestHeartRate"":0,""maxHeartRate"":138,""minHeartRate"":44}","""	-0600""",7
20211110 01:53:46,"{""allSleepTime"":418,""awakeTime"":16,""daySleepTime"":0,""deepSleepPart"":74,""deepSleepTime"":88,""dreamTime"":123,""fallAsleepTime"":1636361100000,""goBedTime"":1636358073000,""lightSleepTime"":207,""sleepEfficiency"":10,""sleepLatency"":3357000,""sleepScore"":78,""snoreFreq"":4,""validData"":78.66,""wakeupCnt"":2,""wakeupTime"":1636387140000}","""	-0600""",9
20211111 01:46:36,"{""allSleepTime"":335,""awakeTime"":1,""daySleepTime"":0,""deepSleepPart"":77,""deepSleepTime"":138,""dreamTime"":36,""fallAsleepTime"":1636536840000,""goBedTime"":1636536524000,""lightSleepTime"":161,""sleepEfficiency"":32,""sleepLatency"":646000,""sleepScore"":79,""snoreFreq"":1,""validData"":88.3,""wakeupCnt"":1,""wakeupTime"":1636557000000}","""	-0600""",9
20211112 08:50:02,"{""avgRestingHeartRate"":0,""lastHeartRate"":75,""lastRestHeartRate"":0,""maxHeartRate"":114,""minHeartRate"":43}","""	-0600""",7
20211113 06:40:15,"{""avgRestingHeartRate"":0,""lastHeartRate"":64,""lastRestHeartRate"":0,""maxHeartRate"":113,""minHeartRate"":64}","""	-0600""",7
20211113 07:49:27,"{""avgRestingHeartRate"":60,""lastHeartRate"":60,""lastRestHeartRate"":0,""maxHeartRate"":115,""minHeartRate"":45}","""	-0600""",7
20211113 07:49:27,"{""avgRestingHeartRate"":66,""lastHeartRate"":66,""lastRestHeartRate"":0,""maxHeartRate"":164,""minHeartRate"":45}","""	-0600""",7
20211208 15:49:44,"{""avgRestingHeartRate"":58,""lastHeartRate"":64,""lastRestHeartRate"":0,""maxHeartRate"":86,""minHeartRate"":55}","""	-0600""",7
20211208 15:49:44,"{""avgRestingHeartRate"":61,""lastHeartRate"":62,""lastRestHeartRate"":0,""maxHeartRate"":129,""minHeartRate"":47}","""	-0600""",7
20211208 15:49:48,"{""avgRestingHeartRate"":63,""lastHeartRate"":63,""lastRestHeartRate"":0,""maxHeartRate"":125,""minHeartRate"":45}","""	-0600""",7
20211208 15:51:13,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":32,""deepSleepPart"":62,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":1635751620000,""goBedTime"":1635744449000,""lightSleepTime"":0,""sleepEfficiency"":5,""sleepLatency"":7449000,""sleepScore"":79,""snoreFreq"":1,""validData"":78.65,""wakeupCnt"":0,""wakeupTime"":1635777540000}","""	-0600""",9
20211208 15:51:13,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":91,""deepSleepPart"":62,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":1635847860000,""goBedTime"":1635840692000,""lightSleepTime"":0,""sleepEfficiency"":4,""sleepLatency"":7466000,""sleepScore"":73,""snoreFreq"":1,""validData"":89.84,""wakeupCnt"":0,""wakeupTime"":1635867840000}","""	-0600""",9
20211208 15:51:13,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":63,""deepSleepPart"":57,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":1636007580000,""goBedTime"":1636000437000,""lightSleepTime"":0,""sleepEfficiency"":7,""sleepLatency"":7783000,""sleepScore"":72,""snoreFreq"":6,""validData"":89.28,""wakeupCnt"":0,""wakeupTime"":1636047060000}","""	-0600""",9
20211208 15:51:13,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":115,""deepSleepPart"":57,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":1636101300000,""goBedTime"":1636094111000,""lightSleepTime"":0,""sleepEfficiency"":5,""sleepLatency"":7542000,""sleepScore"":75,""snoreFreq"":8,""validData"":91.4,""wakeupCnt"":0,""wakeupTime"":1636124760000}","""	-0600""",9
20211208 15:51:14,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":121,""deepSleepPart"":64,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":1636186440000,""goBedTime"":1636184623000,""lightSleepTime"":0,""sleepEfficiency"":14,""sleepLatency"":2125000,""sleepScore"":77,""snoreFreq"":1,""validData"":92.53,""wakeupCnt"":0,""wakeupTime"":1636207440000}","""	-0600""",9
20211208 15:51:14,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":122,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:14,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":56,""deepSleepPart"":61,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":1636444200000,""goBedTime"":1636438731000,""lightSleepTime"":0,""sleepEfficiency"":7,""sleepLatency"":5787000,""sleepScore"":81,""snoreFreq"":5,""validData"":88.4,""wakeupCnt"":0,""wakeupTime"":1636470060000}","""	-0600""",9
20211208 15:51:14,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":107,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:14,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":94,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:14,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":139,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:14,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":73,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":68,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":121,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":50,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":91,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":120,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":90,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":78,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":79,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":52,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:15,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":160,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:16,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":110,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:16,"{""allSleepTime"":0,""awakeTime"":0,""daySleepTime"":85,""deepSleepPart"":0,""deepSleepTime"":0,""dreamTime"":0,""fallAsleepTime"":0,""goBedTime"":0,""lightSleepTime"":0,""sleepEfficiency"":0,""sleepLatency"":0,""sleepScore"":0,""snoreFreq"":0,""validData"":0.0,""wakeupCnt"":0,""wakeupTime"":0}","""	-0600""",9
20211208 15:51:16,"{""allSleepTime"":345,""awakeTime"":34,""daySleepTime"":98,""deepSleepPart"":74,""deepSleepTime"":161,""dreamTime"":20,""fallAsleepTime"":1638433140000,""goBedTime"":1638425968000,""lightSleepTime"":164,""sleepEfficiency"":4,""sleepLatency"":7456000,""sleepScore"":80,""snoreFreq"":1,""validData"":83.88,""wakeupCnt"":2,""wakeupTime"":1638455880000}","""	-0600""",9
